playername,score,kills,deaths,assists,damagetochampions
HNVR Boempel,110.09100000000001,15,18,32,63091
LUP Jayquan,109.991,14,19,36,59991
Jwic,109.99000000000001,16,23,41,52990
HNS tetras256,109.676,6,22,25,78676
Meoow,109.606,19,14,29,61606
Blackout,109.434,11,17,28,70434
GLE notiim,109.154,21,6,16,72154
DonJake,109.086,18,37,25,66086
goose,108.893,13,31,32,63893
Nightstar,108.758,7,14,24,77758
Wenbo,108.737,16,19,21,71737
Dro,108.458,13,21,19,76458
Bible,108.389,2,35,71,35389
Degh,108.263,11,10,28,69263
Striker,107.925,13,19,33,61925
HST Wady,107.904,16,14,28,63904
Akre,107.76400000000001,15,9,24,68764
NGU Souma,107.44900000000001,10,13,24,73449
Biob,107.344,9,27,59,39344
Qing,106.68100000000001,16,10,22,68681
Matty,106.641,11,20,32,63641
Liangchen,106.41,12,8,24,70410
LLH Doma1,106.35,14,12,30,62350
SzfyLan,106.266,4,41,61,41266
PAPU Nithral,106.231,12,14,12,82231
TF Temper,106.044,10,11,26,70044
Keptt,105.65100000000001,18,11,12,75651
DRX Nerion,105.569,9,21,38,58569
Razer,105.503,19,13,17,69503
GLR RonyG,105.02199999999999,8,22,13,84022
Escanor,104.77000000000001,5,33,22,77770
DK Shadow,103.864,3,9,76,24864
VLY hachim1,103.634,16,9,35,52634
Fishue,103.224,20,19,24,59224
BE5 Straka,103.01400000000001,10,9,22,71014
Flamer,102.927,11,8,17,74927
MVG Doni1,102.397,10,12,23,69397
SAD Cuzni,102.37700000000001,14,23,28,60377
lamb,102.18799999999999,16,9,22,64188
VR Omen,101.90899999999999,23,15,12,66909
Konan,101.79,14,15,15,72790
Prachoun,101.59500000000001,12,14,16,73595
VK Eria,101.57900000000001,8,27,22,71579
Wunder,100.88499999999999,23,3,12,65885
Kamon,100.181,13,21,19,68181
Hummelu,100.057,14,11,33,53057
Naros,99.37,23,5,17,59370
K0G0LA,99.289,9,26,31,59289
RenHao,99.228,16,28,28,55228
ElOjoNinja,99.14500000000001,12,36,22,65145
0909,98.953,12,10,18,68953
DIV spoint,98.75500000000001,5,3,27,66755
PsYcraw,98.469,7,14,38,53469
VK EMPTY2,98.45700000000001,1,22,67,30457
PAPU moaixd,98.45500000000001,14,31,28,56455
Gatovisck,97.87700000000001,6,33,53,38877
Niqkl,97.22099999999999,18,18,19,60221
Galaxynt,97.18599999999999,13,21,21,63186
Arutnev,96.902,15,8,19,62902
Surdinz,96.845,12,17,28,56845
cicil,96.631,6,29,46,44631
Andreus,96.526,13,10,13,70526
Snow,96.46499999999999,13,17,15,68465
Kartso,96.296,7,18,65,24296
Fynox,96.283,20,7,10,66283
NSA Achael,95.88499999999999,12,26,10,73885
Freestyle,95.83500000000001,7,46,41,47835
HAP DerSchrank,95.765,7,15,30,58765
Magico,95.419,8,14,10,77419
Luknom,95.356,10,16,34,51356
MGZ Lelouch2,95.23400000000001,9,10,17,69234
CK GOMAMUGICH4,95.12100000000001,3,16,52,40121
Soge,94.986,10,14,17,67986
Rachy,94.298,14,16,15,65298
WT whisper,93.94200000000001,26,2,20,47942
P1ng,93.351,15,14,23,55351
WCD,93.212,11,14,18,64212
LGR V4MPYRE,92.94200000000001,9,26,15,68942
N3znamy,92.912,9,20,19,64912
Scarpy,92.909,5,17,19,68909
Mazi,92.628,15,5,40,37628
ArutnevJr,92.487,9,19,20,63487
Ryujin,92.325,12,8,37,43325
Qu4rtzo,92.123,8,5,21,63123
Nightmares,91.533,1,7,63,27533
SergMade,91.172,12,22,10,69172
Kensei,91.108,8,30,30,53108
Croac,90.638,9,18,16,65638
zorenous,90.592,7,14,13,70592
VR Alucard,90.53399999999999,9,27,20,61534
KT A Pleasure,90.131,1,25,59,30131
Cospect,89.508,2,29,58,29508
7D 6onza,89.298,7,5,14,68298
Yukina,89.221,3,9,59,27221
SlayerSupr,89.215,9,23,20,60215
Advienne,89.108,6,17,56,27108
Gtracks,89.081,8,22,13,68081
Congolese,88.997,5,20,14,69997
Seelame,88.564,17,6,14,57564
Grimm,88.077,10,15,21,57077
Koczis,87.832,12,16,30,45832
PAPU Lucas,87.33599999999998,17,25,10,60336
Keishao,87.212,4,15,56,27212
Knika,86.654,4,8,37,45654
BE5 bakisa,86.652,11,9,19,56652
kngo,86.628,8,21,11,67628
Equinox,86.55799999999999,12,8,13,61558
PME Calypse,86.447,3,30,52,31447
Kutcher,85.328,1,21,59,25328
Bruno,84.799,10,28,10,64799
FisheR,84.706,7,10,16,61706
R4G zagon,84.468,9,9,15,60468
Cape,84.148,12,22,22,50148
Ssaiko,83.62,6,28,34,43620
VR HighPing,83.505,12,11,20,51505
Cartamenio,83.501,1,9,60,22501
Akira,83.23500000000001,3,10,57,23235
TeaZing,82.92699999999999,6,16,35,41927
Kancolf,82.57300000000001,4,19,48,30573
DRX Lirua,82.436,7,23,47,28436
HOF Zezin,82.31899999999999,3,17,14,65319
Luke,82.154,8,16,14,60154
VeRu,82.09899999999999,5,22,8,69099
Socrates,81.932,2,32,33,46932
Karakal Jr,81.41199999999999,2,19,47,32412
Speedy1,81.402,2,8,58,21402
Eneino,81.38799999999999,7,22,10,64388
CKZ vorfles,81.373,8,3,22,51373
Pablerah,80.883,7,7,46,27883
Yukin0,80.868,10,24,14,56868
Pankiu,80.774,5,7,36,39774
BlauRosen,80.612,14,16,14,52612
Sign,80.402,8,13,11,61402
SN Strai,80.356,10,19,8,62356
Impp,80.22,4,37,41,35220
VK Sag1rii,80.181,1,33,49,30181
Malice,79.971,10,23,13,56971
Aspect,79.38,15,14,21,43380
Sirotama,79.119,18,11,8,53119
HLE Panther,79.003,11,12,11,57003
LUP Aspect2,78.554,14,10,20,44554
Leaky,78.142,10,16,16,52142
RPG kukka,78.062,4,30,46,28062
YellowMoonkey,77.59,12,6,15,50590
R4G Acke,77.563,16,11,21,40563
DD1,77.368,16,4,22,39368
VLY tetu,77.24199999999999,14,4,23,40242
Miyuuri,77.02199999999999,6,23,38,33022
LGE martote,76.90100000000001,16,5,19,41901
Mutton,76.746,11,22,12,53746
PeterL,76.25,12,7,17,47250
ShinKalHee,76.117,6,23,13,57117
BOO Eve,76.112,7,8,22,47112
Mercury,75.94800000000001,15,16,21,39948
Amarizo,75.661,7,9,5,63661
FVN Shuhari,75.456,2,24,40,33456
NGU Seebulabu1,75.401,3,26,45,27401
Lixo,75.267,3,4,8,64267
SoimuMIC,75.261,11,12,12,52261
RaFaL,73.906,0,22,50,23906
KCH Jericho,73.769,8,5,24,41769
CNV Chrome,73.685,11,5,14,48685
NSA Chien,73.659,6,14,10,57659
Feitan,73.634,7,27,28,38634
VG Misuop,73.57,3,31,48,22570
fengyue,73.50200000000001,4,16,43,26502
Shyro,73.149,3,35,33,37149
kanashimi,72.81,10,14,15,47810
EKO DVN,72.571,15,1,15,42571
HLE Hailstone,72.53999999999999,6,14,45,21540
Cryscata,72.518,3,14,48,21518
Blue,72.401,6,17,40,26401
tonyroo,72.32,12,20,13,47320
Piwek,72.262,5,18,14,53262
burningstar,72.174,11,6,14,47174
Kakarot,72.009,13,18,10,49009
GBCN Pyrus,71.872,5,21,39,27872
NSA Bada,71.833,7,16,13,51833
PCS OQ04,71.33099999999999,14,8,12,45331
lll,71.304,3,33,43,25304
RAV3N,71.194,10,10,9,52194
PicaPica,71.15899999999999,5,22,33,33159
ItsCoto,71.07900000000001,10,4,22,39079
INF Stepz,71.077,10,2,28,33077
ICON Ace2,70.309,16,19,11,43309
Nottingham,70.246,3,19,41,26246
Chrislai,70.237,1,20,36,33237
PPS BMCB,70.175,5,5,14,51175
Sacura,70.093,1,15,37,32093
DS Pooya,70.064,6,5,14,50064
VfB Baumi,70.014,6,13,12,52014
BByoan,69.891,10,23,12,47891
PCS OQ03,69.85,8,8,14,47850
HOF ThunderPeng,69.807,1,22,35,33807
HNS Skinny,69.744,4,24,19,46744
Hhiep,69.613,8,11,17,44613
soap,68.939,5,6,18,45939
VER Tayron,68.847,14,5,15,39847
Lind,68.587,4,13,18,46587
5M Ratao,68.545,12,12,12,44545
SNSH John P,68.256,2,16,45,21256
Errado,68.213,5,9,29,34213
NF saibotbias,68.049,11,8,16,41049
Xiang,67.649,7,11,22,38649
RPG Shawshank,67.35499999999999,14,9,13,40355
GUP Sidbuck,67.209,11,9,13,43209
SUP Cako,66.64099999999999,13,2,13,40641
5t5,66.07,5,19,14,47070
HNS Bera,66.065,6,19,22,38065
towhat,65.62299999999999,1,3,50,14623
Azura,65.597,5,12,10,50597
Sully,65.124,5,17,18,42124
Lunatic,64.904,8,8,14,42904
HST Terry,64.859,9,7,17,38859
Erolle,64.593,2,8,44,18593
Endz,64.49499999999999,2,18,41,21495
Dhokla,64.36,3,11,11,50360
yanjee,64.348,10,12,16,38348
A1MA Pucki,64.226,7,7,13,44226
GLR Nicolayyi,64.199,9,14,16,39199
Kazing,64.119,14,10,8,42119
ARA DarkPhoenix,63.949000000000005,3,10,13,47949
Gordinho,63.837,3,30,35,25837
Xelar,63.743,10,10,10,43743
ICON Alitan,63.57,12,12,21,30570
PAPU Xami,63.281,3,33,20,40281
FLH Frankfurt,63.019999999999996,9,5,9,45020
Hiro,62.811,7,18,8,47811
Shawi,62.783,2,38,30,30783
NF Oshii,62.774,5,17,10,47774
eskimas,62.664,6,8,5,51664
VOPI,62.627,7,13,8,47627
PHT,62.525,7,6,16,39525
NF LEVIATAN,62.464000000000006,6,5,13,43464
Fugu,62.156,7,5,11,44156
Hydraa,61.897,1,28,23,37897
Wiker,61.888000000000005,7,11,13,41888
Bayonetta,61.873999999999995,12,4,7,42874
Arven,61.268,6,9,5,50268
EE miflond,60.976,9,6,24,27976
Draxo5,60.843,8,8,18,34843
Gon,60.576,5,10,22,33576
Sun1,60.57,4,22,11,45570
Ranger,60.192,5,7,19,36192
Huubiii,59.971000000000004,12,3,12,35971
NGX Tricky,59.730000000000004,14,11,15,30730
akostas47,59.547,7,24,12,40547
BFX Lost,59.428999999999995,11,12,11,37429
MOT Benny1,59.309999999999995,7,15,19,33310
GUP Ricarderix,59.196,1,11,33,25196
BKD razu,59.162,6,7,8,45162
NF Erika,58.714,6,14,12,40714
besu,58.426,4,25,33,21426
Praevius,58.319,6,23,12,40319
7D AlluK,57.983000000000004,8,2,23,26983
NT Ripper1,57.897999999999996,3,10,10,44898
DIV MinetasJR,57.697,4,9,28,25697
Kurama,57.556,10,20,11,36556
ICON Zeckro,57.550000000000004,9,14,15,33550
Carbono,57.541,5,14,21,31541
EDGY linn,57.523999999999994,15,8,11,31524
EDGY mikasa,57.37800000000001,6,10,16,35378
Flying,57.245000000000005,10,8,12,35245
Twendddy,57.131,7,11,8,42131
BCT R0se,56.958,8,9,6,42958
Chama,56.667,8,9,10,38667
ilyy,56.598,15,2,3,38598
Alba,56.571,8,7,7,41571
Dman,56.187,5,10,8,43187
Johnarnau,56.158,3,10,7,46158
CRZ Cold Rose,55.683,9,4,6,40683
PCS OQ01,55.586,7,11,10,38586
IN5 Troublemak,55.5,3,12,16,36500
Dafnis,55.318,1,19,11,43318
H1tokiri,55.078,4,6,15,36078
Staargazing,55.0,3,24,28,24000
OUAT kkero,54.997,1,15,36,17997
Kirin,54.909000000000006,5,11,13,36909
Sven,54.861000000000004,5,16,6,43861
HST David Do,54.659,8,5,7,39659
NGU Kairi1,54.218999999999994,4,8,34,16219
PCS OQ02,54.144999999999996,4,15,24,26145
Frixter,54.082,2,7,13,39082
Misaki,54.072,1,5,16,37072
Crowdy,53.87200000000001,7,11,8,38872
Sassappel,53.843999999999994,3,13,21,29844
Luis,53.665000000000006,2,34,25,26665
XiaoYang,53.150999999999996,4,11,7,42151
AkHasspun,53.084,1,19,30,22084
ECOGentlemanHer,52.619,3,12,11,38619
ODD Miracle2,52.393,1,8,34,17393
Bizyze,52.242000000000004,6,25,25,21242
Katquese,52.105000000000004,8,16,7,37105
NSA Namsi,51.873000000000005,2,23,23,26873
PPS SLynx,51.601,8,6,8,35601
DIV pdr,51.597,4,3,18,29597
A1MA Gimko,51.416,4,10,21,26416
Darky,51.104,1,6,19,31104
GTZ Gary,51.076,6,2,13,32076
GTZ Spy2,50.943,12,2,11,27943
manuemdo,50.801,4,10,32,14801
Arcano,50.784000000000006,7,14,13,30784
ICON BetoEZ,50.777,2,14,36,12777
Skratt,50.774,2,12,19,29774
Termo,50.129999999999995,2,7,6,42130
Lyng,50.024,2,16,25,23024
BE5 Coli,49.829,3,15,31,15829
Kick,49.412,2,19,27,20412
Suffer,49.301,2,12,36,11301
BL Niko Reaper,49.161,4,9,5,40161
Souma,49.033,2,12,6,41033
Thor,48.943,6,4,8,34943
GUP 1334mat,48.926,12,4,8,28926
BL Vinni Wonka,48.855999999999995,2,14,7,39856
Wolfy,48.722,2,9,11,35722
Vojtus,48.695,5,7,9,34695
LS,48.492000000000004,5,10,24,19492
DizL,48.375,6,15,9,33375
5M Theop,48.373,7,9,13,28373
Sawyor,48.284000000000006,1,10,12,35284
MGZ Draxo5,48.033,5,5,7,36033
JoKozz,48.019000000000005,1,3,13,34019
Heart,48.008,5,10,23,20008
Rabstar,47.660000000000004,4,11,8,35660
MaxSchallah,47.653,5,18,24,18653
Kiwi,47.343,5,14,13,29343
ME Souma Ria,47.285,8,12,5,34285
Ruf,47.274,3,6,4,40274
Silk,47.126,8,1,7,32126
Heprex,46.858000000000004,3,10,4,39858
bans,46.83,10,0,3,33830
ODD Chomp,46.588,5,10,6,35588
Excaliburt,46.421,1,15,26,19421
Sapphire,46.065,12,10,4,30065
BetaTwinz,46.056,4,13,23,19056
Bananiasty,45.825,4,9,13,28825
MT2 Casey,45.748000000000005,5,7,9,31748
BFX Rang,45.599000000000004,8,11,16,21599
Pasu,44.53099999999999,9,16,11,24531
MT2 Epic,44.126000000000005,6,6,8,30126
PLS Aadam,43.915000000000006,4,13,5,34915
Oda,43.899,2,4,21,20899
EVO Ghost3,43.897,5,11,8,30897
Pyl,43.835,3,9,23,17835
EDGY qiuyu ,43.815,3,8,7,33815
A1MATrailblazer,43.522,4,14,22,17522
Nacho,43.44,5,11,12,26440
DeathArrow,43.349,7,6,8,28349
Lumi,42.945,0,6,32,10945
Basei,42.153999999999996,0,7,6,36154
CRZ Flashpowa,42.009,7,6,6,29009
5M Profirio,42.007999999999996,3,10,19,20008
Nite,41.886,7,12,6,28886
MT2 Trollnekton,41.819,12,11,8,21819
EVO Geraldes,41.78,7,14,3,31780
HOF Martim,41.646,5,14,4,32646
OTS Silk2,41.602000000000004,7,1,9,25602
BFX Bangin,41.549,3,13,7,31549
Tommy,41.512,6,12,10,25512
R1to,41.158,3,11,11,27158
Pivolj,41.09,10,16,7,24090
Fooneses,41.07899999999999,5,15,9,27079
risdrengen,41.010999999999996,4,8,10,27011
KGA Slimsnoker,40.932,4,4,3,33932
BRT Speedy2,40.774,2,26,16,22774
SergiiO,40.643,1,8,4,35643
 BLWeaksideWizar,40.533,1,8,7,32533
Zeycce,40.495,2,10,3,35495
Jisoo,40.396,3,2,4,33396
tockers,40.373,3,6,24,13373
Zekakos,40.142,3,15,22,15142
HOF Leazor,39.995999999999995,4,3,4,31996
PCS OQ07,39.941,2,11,27,10941
NF Geraldes,39.669,7,0,12,20669
Lizia,39.545,4,8,6,29545
MT2 lStephanl,39.11,2,14,14,23110
F0X Fr0zen ,38.974999999999994,2,6,28,8975
Faith,38.620000000000005,3,9,14,21620
6onza,37.949,5,8,4,28949
hidududu,37.89,3,22,18,16890
EDGY Palkia,37.69,1,6,23,13690
V1dde,37.434,2,2,16,19434
Akunma,37.392,1,9,7,29392
RUD Gtracks,37.33,4,10,6,27330
Dumbao,37.09,5,9,3,29090
Hildebrandt,37.044,2,9,10,25044
Kuroko1,37.036,3,11,8,26036
DIV Barata,36.977000000000004,4,5,17,15977
ME Sprinta,36.836,6,15,7,23836
Kitin,36.653000000000006,2,7,4,30653
STAR Balukos,36.584,1,12,5,30584
LOS  M G,36.483999999999995,0,10,3,33484
kahura,36.451,4,12,8,24451
Antos,36.403,3,14,17,16403
Markus,36.385999999999996,4,1,13,19386
7D Max,36.36,1,13,24,11360
ARA Slix,36.012,3,7,7,26012
Nekro,35.908,5,14,10,20908
ST1 Shimzu,35.601,6,8,3,26601
BER Berimbau,35.592,4,8,7,24592
Druk,35.388000000000005,3,6,5,27388
CRZ Satto,35.123,3,9,16,16123
Jakoo,34.473,1,6,4,29473
Intensitive,34.375,4,12,2,28375
RandomBruce,34.211,3,0,8,23211
Emprez,34.189,7,11,5,22189
Respeta,34.058,3,10,5,26058
NF Albino Poro,34.010000000000005,0,7,25,9010
RUD Congolese,33.888,4,7,6,23888
5M Crop,33.863,3,10,5,25863
AOMA Cacnea,33.786,1,3,22,10786
PPS Pasxalis,33.748000000000005,5,9,11,17748
HOF vicarious,33.647999999999996,2,11,10,21648
NF Saibotbias,33.575,5,14,9,19575
Apollonia,33.565,4,5,1,28565
WouLou,33.375,2,6,10,21375
Boye,33.355000000000004,1,1,16,16355
EVO Fat Yoda,33.265,2,6,6,25265
Revolta,33.138999999999996,8,9,6,19139
godfan,33.07,3,9,4,26070
Kars,32.823,1,11,5,26823
Dejo,32.365,1,23,14,17365
Fla01,32.343,2,18,14,16343
Jandro,32.342999999999996,2,11,10,20343
STAR LakatosD,32.193,1,10,10,21193
RP SoimuMIC,32.187,0,8,4,28187
Ruby,32.042,10,1,3,19042
Sailuo,31.997,1,13,2,28997
Tails,31.89,2,2,11,18890
TA0,31.835,7,7,6,18835
Vayzer,31.669,1,8,7,23669
BFX Should,31.646,3,10,17,11646
Lira,31.459000000000003,1,5,11,19459
QTD Van1,31.247,7,2,10,14247
Krysia,31.218,4,5,13,14218
Aglaro,31.014,3,15,11,17014
Kutarra,30.958,3,12,4,23958
IceBreaker,30.853,5,1,8,17853
xRoyal,30.744,10,3,2,18744
Trick,30.669,2,6,12,16669
Akabane,30.282,3,2,15,12282
HPS EN,30.241,5,17,12,13241
RG Konan3,30.212,3,11,2,25212
ME Zyon,30.148000000000003,5,7,7,18148
Miella,30.147,4,10,4,22147
WarShogun,29.256,3,8,5,21256
DIV Leitinho,29.053,4,2,9,16053
MYTH Uncle Iroh,29.003,2,8,0,27003
MT2 Jetski,28.936,4,9,15,9936
BER Lunatik,28.929000000000002,3,12,8,17929
TSC hammerul,28.564999999999998,7,12,3,18565
Jakobobbi,28.472,2,17,13,13472
Mitir,28.299999999999997,3,12,6,19300
AMBAN,28.093,6,5,4,18093
Xavian,28.001,3,8,4,21001
HOF Primata,27.934,0,4,8,19934
RUD Hydraa,27.816,2,8,9,16816
TSC Azu,27.725,1,12,5,21725
TB Inside,27.683,2,12,1,24683
Alex,27.681,3,3,5,19681
BER Cerelac,27.661,2,11,6,19661
Ragnarr,27.617,4,3,8,15617
Milkshake,27.555999999999997,4,1,10,13556
Tomson,27.517,3,4,1,23517
Yuros,27.515,1,5,8,18515
miaemi,27.459000000000003,2,14,5,20459
HOF Ghost2,27.326,5,4,5,17326
Mezze,27.275,3,8,5,19275
KGA Senor,27.070999999999998,2,10,4,21071
OTS Creepano,26.799,5,4,6,15799
STAR kory,26.767,7,10,2,17767
Jordan,26.373,1,8,19,6373
Roshan,26.192,2,9,5,19192
AMI Dcoy,26.058,3,1,8,15058
WachonBB,25.701999999999998,2,15,12,11702
EKO K1NG1,25.625,2,2,4,19625
D0kai,25.44,3,11,13,9440
Friple,25.329,3,7,9,13329
ODD WhiteWolf,25.155,2,8,5,18155
DIV Chambel,25.127000000000002,0,3,17,8127
Totoro,24.945999999999998,0,16,13,11946
RouZoe,24.814,2,4,7,15814
BL Frechdachs,24.764,2,12,14,8764
TSC Ninji,24.753999999999998,0,10,4,20754
EVO Tebi GG,24.576,0,9,14,10576
GMB atatt,24.532,0,3,17,7532
NGX Bey0nd,24.462,2,5,6,16462
BER Outskale,24.408,4,4,1,19408
THG Alex2,24.404,1,1,4,19404
EVO Kryzen7,24.399,6,3,4,14399
Caedrel,24.281,1,1,17,6281
KGA Darky,24.238,1,9,2,21238
Rend,24.236,1,5,7,16236
Kanra,23.903000000000002,1,17,15,7903
Trashy,23.894,2,7,4,17894
Bejjaniii,23.475,0,12,3,20475
Mysterias,23.188,0,2,3,20188
Impulse,22.843,2,11,2,18843
shidolovell,22.552,3,5,5,14552
Ls,22.472,1,6,13,8472
Exiled,22.206,0,7,16,6206
RAGE xld,21.986,1,3,16,4986
Kyanna,21.786,0,12,10,11786
Xeanny,21.738999999999997,3,6,2,16739
Kamyta,21.72,1,2,16,4720
PLS Tubs,21.695,1,7,11,9695
Jovian,21.616999999999997,1,12,11,9617
Toayin,21.536,2,13,9,10536
PCS OQ12,21.523,3,9,6,12523
HOF Julzh,21.419,2,6,4,15419
PAPU Papulon,20.95,0,10,10,10950
Tiwaz,20.936999999999998,0,4,13,7937
HOF Sashimi,20.677,3,5,2,15677
STAR asphyxia,20.477,3,13,6,11477
GUP Legend,20.283,1,3,14,5283
rcg,19.967,3,3,5,11967
EG Raiderr,19.928,1,4,7,11928
HOF Crisrock,19.928,1,6,7,11928
AAXL Mario,19.92,2,7,5,12920
Pbd,19.907,0,9,8,11907
LOS Aegis,19.619,1,2,10,8619
Brayaron,19.541,4,2,5,10541
AAXL Shack,19.323999999999998,1,5,4,14324
Rassiel,19.147000000000002,2,9,5,12147
Ghost2,19.026,3,6,4,12026
Chova,18.679000000000002,1,6,9,8679
Pasha,18.258000000000003,1,7,6,11258
Kodie,18.159,0,16,5,13159
Erk,18.079,0,7,8,10079
Davyyy,18.045,1,2,2,15045
Italin,17.816000000000003,1,10,4,12816
WAP Trick5ht,17.703,2,7,1,14703
PPS Lostboy,17.526,0,5,12,5526
Leazor,17.273,1,1,3,13273
Tiger,17.222,0,13,7,10222
ST1 Definitly,17.118,1,12,3,13118
Nainess,16.918,1,9,6,9918
HOF Silence,16.908,2,3,4,10908
Masuyo,16.685000000000002,1,3,5,10685
ST1 Juarezz,16.513,2,13,7,7513
HOF Phlloz,16.361,1,4,4,11361
PAPU its me,16.124000000000002,2,6,1,13124
Spyke,15.948,0,3,9,6948
ST1 Diogoo,15.824,1,7,2,12824
FRAC Radar,15.742,1,5,0,14742
Julzh,15.584,2,6,2,11584
GekkoSzaby,15.463,1,6,6,8463
ZZG Rubyy,15.39,1,3,6,8390
Tiesel,15.256,3,5,4,8256
F3IV,15.171,0,8,1,14171
salgueir0,15.128,1,6,5,9128
BER Besnaga,15.098,1,4,3,11098
ST1 PeQReK,15.0,0,4,1,14000
Chap1nho,14.994,2,8,1,11994
PikaSensei,14.843,0,3,0,14843
Seebulabu,14.742,1,8,7,6742
Lostboy,14.674,2,6,6,6674
Tan0,14.507,1,3,5,8507
JT,14.173,0,7,8,6173
EVO Dayllen,13.783,1,5,3,9783
Soren,13.504999999999999,3,3,3,7505
Spy,13.064,3,8,1,9064
Felopo,12.849,1,4,2,9849
THG Soren2,12.571,2,2,5,5571
1Zeus,12.158,1,7,2,9158
FleekZ,12.044,2,8,4,6044
StoRm,11.75,0,9,3,8750
pinvvei,11.106,0,4,8,3106
Ermoke,10.396,0,8,1,9396
Reshiram1,10.237,2,4,3,5237
Phlloz,10.107,0,2,5,5107
Giomatic,10.104,0,4,4,6104
EasyLove,9.905000000000001,0,3,2,7905
Tozue,9.771,0,8,0,9771
ZZG sall,9.771,2,5,2,5771
Pyoox,9.724,0,6,3,6724
WAP Pinut,9.485,1,3,0,8485
CRZ Zeradyn,9.283000000000001,0,2,2,7283
sSephix,9.276,1,2,2,6276
YamatoCannon,9.076,1,2,2,6076
Hungtwo,8.76,1,6,3,4760
Kandar,8.614,0,6,4,4614
CRZ pvm,7.544,0,7,1,6544
Jabu,7.521,0,4,3,4521
AAXL Tigrot,7.35,0,5,5,2350
GDG Compu,6.949,0,1,1,5949
MVG Piscis,6.304,1,6,2,3304
WAP Xia0,5.982,0,6,2,3982
EUNE,5.8100000000000005,0,5,3,2810
GDG miaemi,4.776,1,4,1,2776
Snake,2.178,0,8,1,1178
